time,voltage
0.0,0.1764052345967664
0.0027785495971103086,0.04874434842790651
0.005557099194220617,0.11532839329071898
0.008335648791330925,0.2502645622956094
0.011114198388441235,0.22164371122207868
0.013892747985551544,-0.05413783905127459
0.01667129758266185,0.14728754211798878
0.01944984717977216,0.045815797515694937
0.02222839677688247,0.05928387440448847
0.025006946373992776,0.11929863664357922
0.027785495971103087,0.10125232489411405
0.030564045568213394,0.24085803036748157
0.0333425951653237,0.1800880788137293
0.03612114476243401,0.12467374234523868
0.03889969435954432,0.1653802088300222
0.04167824395665463,0.16281208675927608
0.04445679355376494,0.28726387779422347
0.04723534315087525,0.1257094449562809
0.05001389274798555,0.1858567759631473
0.052792442345095864,0.07741806273979107
0.055570991942206174,-0.08424334048273047
0.05834954153931648,0.2445933709114282
0.06112809113642679,0.2737963755226492
0.06390664073353709,0.12120039668339933
0.0666851903306474,0.43039694524687433
0.06946373992775771,0.06592750092003921
0.07224228952486803,0.22381808631646902
0.07502083912197834,0.20833519536528744
0.07779938871908865,0.3880736464263926
0.08057793831619894,0.38940218580143166
0.08335648791330925,0.2655577365674105
0.08613503751041957,0.2953997171997406
0.08891358710752988,0.17624685569224302
0.09169213670464019,0.07430697466794373
0.0944706863017505,0.2448735798758513
0.09724923589886081,0.3024926290857949
0.1000277854959711,0.41699230940777793
0.10280633509308142,0.421217141555893
0.10558488469019173,0.2691706581584105
0.10836343428730204,0.2845034055972268
0.11114198388441235,0.21661280069311084
0.11392053348152266,0.1861027433078747
0.11669908307863296,0.16401395842274746
0.11947763267574327,0.5361529659317656
0.12225618227285358,0.2964407045358341
0.1250347318699639,0.30982310682915587
0.12781328146707419,0.2344678361098216
0.1305918310641845,0.44350359938503314
0.1333703806612948,0.21026049642980157
0.13614893025840513,0.3561586993539444
0.13892747985551543,0.2935534838836504
0.14170602945262575,0.42734104154630714
0.14448457904973605,0.343002477168556
0.14726312864684635,0.2813318634658374
0.15004167824395667,0.40176722277075366
0.15282022784106697,0.45248568724433874
0.1555987774381773,0.42124642354469494
0.1583773270352876,0.44965773244482077
0.1611558766323979,0.36066634714937
0.1639344262295082,0.3923831974394523
0.1667129758266185,0.3658393810418747
0.16949152542372883,0.4014262261119265
0.17227007502083913,0.36022972580726015
0.17504862461794946,0.27294433208595464
0.17782717421505975,0.46720764369123946
0.18060572381217005,0.41304238549807765
0.18338427340928037,0.29381796199951793
0.18616282300639067,0.5065941052677321
0.188941372603501,0.37292383169107773
0.1917199222006113,0.4720446842307263
0.19449847179772162,0.5428133912791826
0.19727702139483191,0.4857135995830511
0.2000555709919422,0.5895222462395652
0.20283412058905254,0.3547215175762396
0.20561267018616283,0.5209144389975117
0.20839121978327316,0.4145289398094842
0.21116976938038345,0.39811269672901795
0.21394831897749375,0.4293420314656156
0.21672686857460408,0.45795783447619365
0.21950541817171437,0.4964666402702907
0.2222839677688247,0.37592253953219185
0.225062517365935,0.5839575052624763
0.22784106696304532,0.5417279108210783
0.23061961656015562,0.34267319363300325
0.2333981661572659,0.646107415987651
0.23617671575437624,0.6877041873973336
0.23895526535148653,0.6166744850320468
0.24173381494859686,0.481333279759119
0.24451236454570716,0.39262755261620463
0.24729091414281748,0.6053727399725602
0.2500694637399278,0.45968225767975734
0.2528480133370381,0.622164455036932
0.25562656293414837,0.5205150763356269
0.2584051125312587,0.596966818434532
0.261183662128369,0.5344027137282124
0.26396221172547935,0.5687345366387546
0.2667407613225896,0.49828656423288414
0.26951931091969994,0.6748314066398671
0.27229786051681026,0.5077921167585684
0.27507641011392053,0.5340054977214936
0.27785495971103086,0.6806767831108491
0.2806335093081412,0.3559908978178551
0.2834120589052515,0.3619738192039624
0.2861906085023618,0.584068461264657
0.2889691580994721,0.36777445471736214
0.2917477076965824,0.6772590743144546
0.2945262572936927,0.4391980413521681
0.297304806890803,0.4033309773940077
0.30008335648791334,0.6677414726401609
0.3028619060850236,0.6207246542551084
